timestamp,open,high,low,close,volume
2025-03-07,143.29,150.88,135.06,139.39,1894393.373466
2025-03-08,139.4,141.09,135.29,137.0,588066.677842
2025-03-09,137.01,139.87,125.41,126.54,1233368.478712
2025-03-10,126.54,131.56,115.47,118.34,1792810.707404
2025-03-11,118.35,128.42,112.01,125.37,2058082.144993
2025-03-12,125.36,131.36,121.23,126.62,1424074.788964
2025-03-13,126.6,128.78,120.76,123.38,992408.987939
2025-03-14,123.39,136.14,122.98,133.56,1120985.90035
2025-03-15,133.53,136.54,132.44,135.87,557097.029883
2025-03-16,135.88,136.7,125.19,126.13,797817.759131
2025-03-17,126.14,130.64,125.53,128.04,680265.950314
2025-03-18,128.04,128.19,121.78,125.34,781343.045679
2025-03-19,125.34,136.07,124.19,135.33,1037823.911879
2025-03-20,135.33,136.11,126.62,127.61,694467.005022
2025-03-21,127.61,130.2,124.87,128.47,657814.877129
2025-03-22,128.47,131.82,127.8,128.51,417589.264999
2025-03-23,128.51,134.04,128.23,132.84,462332.006145
2025-03-24,132.84,144.96,132.04,140.99,1377016.472884
2025-03-25,140.98,147.48,138.13,143.63,1171174.166531
2025-03-26,143.64,145.48,135.91,137.38,1066793.068734
2025-03-27,137.38,140.21,135.62,138.46,803698.669837
2025-03-28,138.46,139.07,127.7,129.49,1191907.267066
2025-03-29,129.49,130.55,122.73,124.6,847076.685746
2025-03-30,124.62,127.08,123.0,124.83,715081.44082
2025-03-31,124.84,127.8,122.74,124.56,1135443.308326
2025-04-01,124.55,130.46,123.76,126.7,1125309.679611
2025-04-02,126.69,136.29,117.22,117.44,2365248.242056
2025-04-03,117.44,120.95,112.0,117.16,1686653.037396
2025-04-04,117.17,124.0,113.26,122.78,1987140.80752
2025-04-05,122.78,122.85,117.16,120.32,555986.085379
2025-04-06,120.32,121.13,103.83,105.9,1776972.429857
2025-04-07,105.9,113.01,95.2,106.98,3799962.725896
2025-04-08,106.97,112.58,102.95,105.4,1828506.200717
2025-04-09,105.41,120.71,101.26,119.07,2830580.696734
2025-04-10,119.05,119.29,108.33,112.83,1552467.964288
2025-04-11,112.8,122.7,112.16,121.41,1623072.252771
2025-04-12,121.41,134.09,119.41,132.26,1650255.717528
2025-04-13,132.25,134.0,125.3,128.38,1512280.934958
2025-04-14,128.38,136.2,127.99,129.4,1415407.982353
2025-04-15,129.4,134.46,125.79,126.11,1095696.418765
2025-04-16,126.09,133.88,123.5,131.33,1543762.672746
2025-04-17,131.33,136.21,129.47,134.82,1197276.815831
2025-04-18,134.82,136.0,132.46,134.05,646390.010996
2025-04-19,134.05,140.59,133.58,139.87,947270.114745
2025-04-20,139.86,141.96,135.65,137.88,934771.885597
2025-04-21,137.87,143.27,133.88,136.56,1422325.709043
2025-04-22,136.57,150.25,134.66,148.76,1502725.211755
2025-04-23,148.78,154.18,147.14,151.09,1405356.524044
2025-04-24,151.09,152.9,145.0,152.56,1165953.254587
2025-04-25,152.56,157.12,149.85,150.84,1204963.693621
2025-04-26,150.86,153.19,147.76,149.27,624543.494831
2025-04-27,149.27,150.43,145.51,148.0,559547.443644
2025-04-28,148.0,153.4,144.62,147.85,1102816.72566
2025-04-29,147.85,150.35,144.96,146.3,743528.074709
2025-04-30,146.29,148.67,140.3,147.53,892937.325877
2025-05-01,147.54,153.97,147.54,150.85,926302.602589
2025-05-02,150.84,151.92,147.33,148.06,596085.998584
2025-05-03,148.06,149.06,145.85,146.74,378678.984338
2025-05-04,146.74,147.8,143.65,143.95,453268.17407
2025-05-05,143.94,147.74,142.51,146.72,579362.912854
2025-05-06,146.72,147.24,141.41,146.87,642191.798771
2025-05-07,146.9,149.53,144.68,147.32,711628.05584
2025-05-08,147.33,164.6,147.09,164.46,1765365.050802
2025-05-09,164.45,176.19,161.09,172.79,1679479.895598
2025-05-10,172.8,178.96,168.75,177.9,1004137.906949
2025-05-11,177.9,180.3,169.33,173.21,1022356.00205
2025-05-12,173.23,181.43,168.28,174.23,1596712.239702
2025-05-13,174.24,184.9,166.14,183.74,1231268.659476
2025-05-14,183.75,184.88,173.26,176.64,805257.06026
2025-05-15,176.64,178.32,166.69,169.18,909560.796468
2025-05-16,169.16,174.22,166.4,167.45,696101.250727
